字典属性,商品属性,相似性,商品属性所在短句,短句积极性,短句消极性,置信度,情感类别
包装,正品,0.89,正品很好,0.999813,0.000187169,0.999584,2
发货,提前,0.869,提前屯点感冒药还是非常有必要的,0.990652,0.00934789,0.979227,2
正品,包装,0.89,包装也很完整,0.999488,0.000512133,0.998862,2
正品,包装,0.89,专用的logo包装,0.88877,0.11123,0.752822,2
包装,包装,1.0,包装也很完整,0.999488,0.000512133,0.998862,2
包装,包装,1.0,专用的logo包装,0.88877,0.11123,0.752822,2
品牌,logo,0.871,专用的logo包装,0.88877,0.11123,0.752822,2
正品,包装,0.89,包装也很完整,0.999488,0.000512133,0.998862,2
正品,包装,0.89,专用的logo包装,0.88877,0.11123,0.752822,2
包装,包装,1.0,包装也很完整,0.999488,0.000512133,0.998862,2
包装,包装,1.0,专用的logo包装,0.88877,0.11123,0.752822,2
正品,正品,1.0,正品新日期有保证,0.999112,0.000888537,0.998026,2
包装,正品,0.89,正品新日期有保证,0.999112,0.000888537,0.998026,2
效果,效果,1.0,用的效果给力,0.999854,0.000146408,0.999675,2
服务,客服,0.878,客服服,0.0168363,0.983164,0.962586,0
服务,服,0.856,客服服,0.0168363,0.983164,0.962586,0
服务,务,0.866,务很好,0.997269,0.00273057,0.993932,2
发货,发,0.871,发事件正好用的上,0.134403,0.865597,0.701326,0
正品,正好,0.852,发事件正好用的上,0.134403,0.865597,0.701326,0
包装,标识,0.888,标识,0.895072,0.104928,0.766827,2
效果,疗效,1.0,疗效很大,0.994751,0.00524894,0.988336,2
正品,正品,1.0,是正品,0.998528,0.00147158,0.99673,2
包装,正品,0.89,是正品,0.998528,0.00147159,0.99673,2
包装,外面,0.863,此外面便宜,0.730654,0.269346,0.401454,2
发货,收到,0.874,宝贝收到物流很快,0.990431,0.00956866,0.978736,2
物流,物流,1.0,宝贝收到物流很快,0.990431,0.00956866,0.978736,2
正品,正品,1.0,是正品质量很好生产日期新,0.999492,0.000508326,0.99887,2
包装,正品,0.89,是正品质量很好生产日期新,0.999492,0.000508326,0.99887,2
质量,质量,1.0,是正品质量很好生产日期新,0.999492,0.000508326,0.99887,2
价格,生产日期,0.877,是正品质量很好生产日期新,0.999492,0.000508326,0.99887,2
发货,收到,0.874,买的药收到了,0.604169,0.395831,0.120375,2
效果,效果,1.0,效果非常好,0.99992,8.008e-05,0.999822,2
质量,回购,0.856,已经回购了很多次了,0.99515,0.00484984,0.989223,2
物流,物流,1.0,物流很快,0.994968,0.00503173,0.988818,2
服务,日常,0.869,经常在这边购买一些日常保健用品,0.99422,0.00578013,0.987155,2
价格,价格,1.0,价格实惠,0.999855,0.00014521,0.999677,2
正品,正品,1.0,是正品经常购买,0.998916,0.00108368,0.997592,2
包装,正品,0.89,是正品经常购买,0.998916,0.00108368,0.997592,2
发货,收到,0.874,感冒灵颗粒收到了很好很好不错,0.99794,0.00205951,0.995423,2
效果,疗效,1.0,疗效很大,0.994751,0.00524894,0.988336,2
效果,效果,1.0,用的效果给力,0.999854,0.000146408,0.999675,2
服务,客服,0.878,客服,0.113723,0.886277,0.747283,0
服务,服务,1.0,服务很好,0.992007,0.00799272,0.982238,2
包装,标识,0.888,有防伪标识,0.968228,0.0317718,0.929396,2
质量,质量,1.0,质量很过关,0.999754,0.000246331,0.999453,2
质量,品质,0.893,品质有保障,0.999531,0.000469438,0.998957,2
品牌,品质,0.881,品质有保障,0.999531,0.000469438,0.998957,2
正品,药品,0.879,备药品,0.913207,0.0867931,0.807127,2
包装,药品,0.878,备药品,0.913207,0.086793,0.807127,2
物流,物流,1.0,物流和产品都不错,0.997613,0.0023874,0.994695,2
正品,产品,0.884,物流和产品都不错,0.997613,0.0023874,0.994695,2
品牌,产品,1.0,物流和产品都不错,0.997613,0.0023874,0.994695,2
价格,性价比,0.724,性价比高,0.999885,0.000115398,0.999744,2
价格,价格,1.0,一模一样价格也很划算,0.99976,0.000239782,0.999467,2
价格,价格,1.0,而且价格实惠,0.999879,0.000120751,0.999732,2
服务,副,0.857,没有副用担心有假,0.0313154,0.968685,0.93041,0
正品,品,0.871,比药店卖的品,0.802505,0.197495,0.561121,2
品牌,品,0.873,比药店卖的品,0.802505,0.197495,0.561121,2
包装,品,0.875,比药店卖的品,0.802504,0.197496,0.561121,2
价格,价格,1.0,一模一样价格也很划算,0.99976,0.000239782,0.999467,2
价格,价格,1.0,而且价格实惠,0.999879,0.000120751,0.999732,2
发货,发灵,0.855,发灵已收到,0.874092,0.125908,0.720204,2
发货,收到,0.874,发灵已收到,0.874092,0.125908,0.720204,2
发货,发货,1.0,发货很快,0.946432,0.0535677,0.880961,2
包装,外面,0.863,现在这两种外面药房买不到了,0.205657,0.794343,0.542985,0
效果,效果,1.0,效果还好,0.983478,0.0165224,0.963284,2
正品,真品,0.885,真品真品,0.995857,0.00414312,0.990793,2
包装,真品,0.884,真品真品,0.995857,0.00414312,0.990793,2
正品,真品,0.885,真品真品,0.995857,0.00414312,0.990793,2
包装,真品,0.884,真品真品,0.995857,0.00414312,0.990793,2
正品,包装,0.89,包装很严实,0.96857,0.0314297,0.930156,2
包装,包装,1.0,包装很严实,0.96857,0.0314297,0.930156,2
效果,换季,0.859,秋冬天换季容易感冒,0.7646,0.2354,0.47689,2
正品,正品,1.0,正品,0.999576,0.000424336,0.999057,2
包装,正品,0.89,正品,0.999576,0.000424335,0.999057,2
发货,发货,1.0,发货特别快,0.982275,0.0177251,0.960611,2
正品,常用药,0.866,家庭必备常用药,0.991302,0.00869821,0.980671,2
发货,发货,1.0,发货快,0.882109,0.117891,0.738021,2
价格,价格便宜,0.877,价格便宜,0.979637,0.0203627,0.954749,2
正品,包装,0.89,包装很好,0.997631,0.00236918,0.994735,2
包装,包装,1.0,包装很好,0.997631,0.00236918,0.994735,2
物流,物流,1.0,这次物流很快,0.990425,0.00957481,0.978723,2
正品,商品,0.885,商品一如既往地好,0.999528,0.000472194,0.998951,2
价格,商品,0.884,商品一如既往地好,0.999528,0.000472195,0.998951,2
包装,商品,0.884,商品一如既往地好,0.999528,0.000472194,0.998951,2
发货,下单,1.0,昨天下单今天今天早上就送到了,0.983402,0.0165977,0.963116,2
发货,送到,0.865,昨天下单今天今天早上就送到了,0.983402,0.0165977,0.963116,2
正品,正品,1.0,是正品,0.998528,0.00147158,0.99673,2
包装,正品,0.89,是正品,0.998528,0.00147158,0.99673,2
正品,包装,0.89,包装严实,0.972078,0.0279216,0.937952,2
包装,包装,1.0,包装严实,0.972078,0.0279216,0.937952,2
价格,价格,1.0,价格还实惠,0.986817,0.0131832,0.970704,2
发货,囤货,0.888,囤货买的,0.92907,0.0709298,0.842378,2
发货,收到,0.874,收到货了,0.180613,0.819387,0.598638,0
正品,货,0.884,收到货了,0.180613,0.819387,0.598638,0
发货,货,0.891,收到货了,0.180613,0.819387,0.598638,0
价格,价格,1.0,想不到这价格能买到这么好质量好颜色好,0.999634,0.000365554,0.999188,2
质量,质量,1.0,想不到这价格能买到这么好质量好颜色好,0.999634,0.000365554,0.999188,2
正品,款式,0.878,款式又喜欢必须推荐大家购买,0.99996,3.9628e-05,0.999912,2
正品,商品质量,0.717,先说商品质量：产品总体不错,0.991747,0.00825324,0.981659,2
价格,商品质量,0.882,先说商品质量：产品总体不错,0.991747,0.00825324,0.981659,2
质量,商品质量,0.884,先说商品质量：产品总体不错,0.991747,0.00825324,0.981659,2
服务,商品质量,0.88,先说商品质量：产品总体不错,0.991747,0.00825324,0.981659,2
正品,产品,0.884,先说商品质量：产品总体不错,0.991747,0.00825324,0.981659,2
品牌,产品,1.0,先说商品质量：产品总体不错,0.991747,0.00825324,0.981659,2
正品,包装,0.89,包装严实,0.972078,0.0279216,0.937952,2
包装,包装,1.0,包装严实,0.972078,0.0279216,0.937952,2
服务,服务,1.0,再说商家服务：点赞啦,0.939213,0.0607875,0.864917,2
发货,发货,1.0,最后点评快递：发货很快,0.890455,0.109545,0.756566,2
正品,正品,1.0,是正品双十一买的也还划算,0.998965,0.00103458,0.997701,2
包装,正品,0.89,是正品双十一买的也还划算,0.998965,0.00103458,0.997701,2
发货,收到,0.874,也是收到一张优惠券,0.872566,0.127433,0.716814,2
发货,收到,0.874,收到后,0.622843,0.377157,0.161874,2
正品,优惠券,0.879,也是收到一张优惠券,0.872566,0.127433,0.716814,2
发货,收到,0.874,也是收到一张优惠券,0.872566,0.127433,0.716814,2
发货,收到,0.874,收到后,0.622843,0.377157,0.161874,2
正品,正品,1.0,是正品,0.998528,0.00147158,0.99673,2
包装,正品,0.89,是正品,0.998528,0.00147158,0.99673,2
发货,下单,1.0,毫不犹豫的下单了,0.926681,0.0733188,0.837069,2
正品,正品,1.0,都是正品,0.999317,0.000682774,0.998483,2
包装,正品,0.89,都是正品,0.999317,0.000682774,0.998483,2
包装,外面,0.863,外面现在已经买不到感冒药了,0.0725638,0.927436,0.838747,0
发货,囤货,0.888,囤货用,0.697724,0.302276,0.328275,2
正品,药品,0.879,药品比药店买便宜很多,0.946465,0.0535354,0.881033,2
包装,药品,0.878,药品比药店买便宜很多,0.946465,0.0535354,0.881033,2
效果,效果,1.0,效果和药店的是一样的,0.95799,0.0420097,0.906645,2
质量,速度快,0.712,大药房速度快,0.993832,0.00616853,0.986292,2
正品,常用药,0.866,过年了备点常用药安心,0.976523,0.0234765,0.94783,2
效果,效果,1.0,老牌子999灵效果挺好的,0.999398,0.000602092,0.998662,2
发货,发货,1.0,发货速度特别快,0.995932,0.00406787,0.99096,2
效果,速度,0.722,发货速度特别快,0.995932,0.00406786,0.99096,2
质量,速度,0.888,发货速度特别快,0.995932,0.00406787,0.99096,2
发货,送到,0.865,送到的时候包装也很好,0.998813,0.00118685,0.997363,2
发货,发货,1.0,发货速度特别快,0.995932,0.00406787,0.99096,2
效果,速度,0.722,发货速度特别快,0.995932,0.00406786,0.99096,2
质量,速度,0.888,发货速度特别快,0.995932,0.00406786,0.99096,2
发货,送到,0.865,送到的时候包装也很好,0.998813,0.00118685,0.997363,2
正品,包装,0.89,送到的时候包装也很好,0.998813,0.00118685,0.997363,2
包装,包装,1.0,送到的时候包装也很好,0.998813,0.00118685,0.997363,2
效果,保质期,0.867,而且保质期时间都很新鲜,0.999801,0.000199273,0.999557,2
包装,保质期,0.944,而且保质期时间都很新鲜,0.999801,0.000199273,0.999557,2
物流,物流,1.0,物流速度真的是没话说,0.986749,0.0132512,0.970553,2
物流,物流,1.0,物流快速,0.996943,0.00305734,0.993206,2
效果,速度,0.722,物流速度真的是没话说,0.986749,0.0132512,0.970553,2
效果,速度,0.722,送货速度很快,0.985152,0.0148482,0.967004,2
质量,速度,0.888,物流速度真的是没话说,0.986749,0.0132512,0.970553,2
质量,速度,0.888,送货速度很快,0.985152,0.0148482,0.967004,2
正品,商品,0.885,商品从外包装来看非常高档,0.998475,0.00152536,0.99661,2
价格,商品,0.884,商品从外包装来看非常高档,0.998475,0.00152536,0.99661,2
包装,商品,0.884,商品从外包装来看非常高档,0.998475,0.00152535,0.99661,2
包装,外包装,1.0,商品从外包装来看非常高档,0.998475,0.00152536,0.99661,2
质量,一分货,0.861,真是一分钱一分货,0.00237363,0.997626,0.994725,0
价格,价格,1.0,这个价格非常给力,0.99943,0.000570208,0.998733,2
价格,价格,1.0,购买价格实惠,0.999462,0.000538042,0.998804,2
质量,回购,0.856,会继续回购一次很好的购物体验,0.999853,0.000146905,0.999673,2
品牌,体验,0.867,会继续回购一次很好的购物体验,0.999853,0.000146905,0.999673,2
服务,服务周到,0.87,服务周到,0.993183,0.00681709,0.984851,2
物流,物流,1.0,物流速度真的是没话说,0.986749,0.0132512,0.970553,2
物流,物流,1.0,物流快速,0.996943,0.00305735,0.993206,2
物流,配送,1.0,配送也很周到,0.999797,0.000202508,0.99955,2
价格,价格,1.0,这个价格非常给力,0.99943,0.000570208,0.998733,2
价格,价格,1.0,购买价格实惠,0.999462,0.000538042,0.998804,2
正品,送货,0.875,送货速度很快,0.985152,0.0148482,0.967004,2
发货,送货,1.0,送货速度很快,0.985152,0.0148482,0.967004,2
效果,速度,0.722,物流速度真的是没话说,0.986749,0.0132512,0.970553,2
效果,速度,0.722,送货速度很快,0.985152,0.0148482,0.967004,2
质量,速度,0.888,物流速度真的是没话说,0.986749,0.0132512,0.970553,2
质量,速度,0.888,送货速度很快,0.985152,0.0148482,0.967004,2
正品,包装,0.89,商品从外包装来看非常高档,0.998475,0.00152535,0.99661,2
正品,包装,0.89,包装也很精美,0.999811,0.000189211,0.99958,2
包装,包装,1.0,商品从外包装来看非常高档,0.998475,0.00152535,0.99661,2
包装,包装,1.0,包装也很精美,0.999811,0.000189211,0.99958,2
效果,常备,0.854,家中常备,0.996399,0.00360102,0.991998,2
效果,效果,1.0,有效果,0.998205,0.00179466,0.996012,2
质量,回购,0.856,很好会回购,0.999894,0.000105974,0.999765,2
效果,效果,1.0,效果一样,0.962268,0.0377325,0.91615,2
正品,正品,1.0,是正品,0.998528,0.00147159,0.99673,2
包装,正品,0.89,是正品,0.998528,0.00147159,0.99673,2
物流,物流,1.0,物流也很快,0.998092,0.00190818,0.99576,2
质量,质量,1.0,网上大药房质量有保证,0.972194,0.0278065,0.938208,2
效果,效果,1.0,效果很好,0.999885,0.000115396,0.999744,2
正品,正品,1.0,应该是正品,0.981543,0.0184572,0.958984,2
包装,正品,0.89,应该是正品,0.981543,0.0184572,0.958984,2
正品,正品,1.0,正品噢,0.999656,0.000344349,0.999235,2
包装,正品,0.89,正品噢,0.999656,0.000344349,0.999235,2
效果,常备,0.854,家庭常备,0.988739,0.0112607,0.974976,2
效果,常备,0.854,特别是降温常备,0.993568,0.00643228,0.985706,2
物流,配方,0.864,熟悉的配方,0.987235,0.0127651,0.971633,2
味道,味道,1.0,熟悉的味道,0.997959,0.00204106,0.995464,2
正品,常用药,0.866,家里备点常用药,0.914413,0.0855869,0.809807,2
价格,价格,1.0,双十一价格合适,0.999573,0.000426795,0.999052,2
效果,效果,1.0,效果很好很不错,0.999866,0.000134155,0.999702,2
价格,价格便宜,0.877,价格便宜送货迅速,0.989806,0.0101945,0.977346,2
正品,送货,0.875,价格便宜送货迅速,0.989806,0.0101945,0.977346,2
发货,送货,1.0,价格便宜送货迅速,0.989806,0.0101945,0.977346,2
发货,发货,1.0,发货很快,0.946432,0.0535677,0.880961,2
正品,包装,0.89,包装完整,0.984371,0.0156292,0.965268,2
包装,包装,1.0,包装完整,0.984371,0.0156292,0.965268,2
价格,价格,1.0,价格实惠,0.999855,0.000145209,0.999677,2
正品,包装,0.89,包装很好,0.997631,0.00236918,0.994735,2
包装,包装,1.0,包装很好,0.997631,0.00236918,0.994735,2
效果,效果,1.0,效果很好,0.999885,0.000115396,0.999744,2
包装,包邮,0.877,趁着阿里大药房包邮发货抓紧凑个单,0.216487,0.783513,0.518918,0
发货,包邮,0.886,趁着阿里大药房包邮发货抓紧凑个单,0.216487,0.783513,0.518919,0
发货,发货,1.0,趁着阿里大药房包邮发货抓紧凑个单,0.216487,0.783513,0.518918,0
正品,正好,0.852,正好也是家中常备药,0.986947,0.0130533,0.970993,2
正品,包装,0.89,包装很好,0.997631,0.00236918,0.994735,2
包装,包装,1.0,包装很好,0.997631,0.00236918,0.994735,2
价格,价格,1.0,价格合适公道,0.999401,0.000598754,0.99867,2
味道,公道,0.861,价格合适公道,0.999401,0.000598754,0.99867,2
质量,质量,1.0,质量没问题,0.999531,0.000469072,0.998958,2
正品,赠,0.855,阿里健康大药房赠的券买的,0.958128,0.0418724,0.90695,2
正品,券,0.877,阿里健康大药房赠的券买的,0.958128,0.0418725,0.90695,2
正品,包装,0.89,包装完好,0.975809,0.0241915,0.946241,2
包装,包装,1.0,包装完好,0.975809,0.0241915,0.946241,2
价格,价格合理,0.871,价格合理实惠,0.99899,0.0010101,0.997755,2
发货,发货,1.0,发货快,0.882109,0.117891,0.738021,2
价格,价格便宜,0.877,价格便宜,0.979637,0.0203627,0.954749,2
质量,质量,1.0,质量一样,0.908829,0.0911707,0.797399,2
效果,效果,1.0,效果不错,0.999498,0.000502392,0.998884,2
质量,回购,0.856,下次还会回购,0.999854,0.000145968,0.999676,2
发货,送到,0.865,很快就送到了,0.996419,0.00358143,0.992041,2
效果,omega,0.859,omega,0.998381,0.00161868,0.996403,2
价格,价格,1.0,价格实惠,0.999855,0.000145209,0.999677,2
发货,发货,1.0,发货快,0.882109,0.117891,0.738021,2
发货,收到,0.874,感冒药收到了,0.163737,0.836263,0.636139,0
正品,包装,0.89,包装挺好的,0.988418,0.0115825,0.974261,2
包装,包装,1.0,包装挺好的,0.988418,0.0115825,0.974261,2
价格,价,1.0,套餐价比较实惠,0.94158,0.0584199,0.870178,2
效果,常备,0.854,家中常备999感冒灵,0.980137,0.0198632,0.955859,2
发货,发货,1.0,发货快,0.882109,0.117891,0.738021,2
效果,封校,0.851,学校封校了冬天又很容易感冒这样在网上买真的很方便啊而且超级快,0.998556,0.00144403,0.996791,2
发货,囤货,0.888,囤货用,0.697724,0.302276,0.328275,2
正品,正品,1.0,正品发货快,0.997538,0.00246182,0.994529,2
包装,正品,0.89,正品发货快,0.997538,0.00246182,0.994529,2
发货,发货,1.0,正品发货快,0.997538,0.00246182,0.994529,2
价格,价格,1.0,价格实惠,0.999855,0.00014521,0.999677,2
正品,正品,1.0,是正品,0.998528,0.00147158,0.99673,2
包装,正品,0.89,是正品,0.998528,0.00147158,0.99673,2
正品,正品,1.0,划算还是正品,0.99624,0.00376025,0.991644,2
包装,正品,0.89,划算还是正品,0.99624,0.00376025,0.991644,2
正品,包装,0.89,包装很好,0.997631,0.00236918,0.994735,2
包装,包装,1.0,包装很好,0.997631,0.00236918,0.994735,2
效果,常备,0.854,常备999感冒灵颗粒也是防止着凉感冒,0.803724,0.196276,0.563832,2
效果,效果,1.0,效果很好,0.999885,0.000115396,0.999744,2
正品,正品,1.0,正品,0.999576,0.000424335,0.999057,2
包装,正品,0.89,正品,0.999576,0.000424336,0.999057,2
价格,价格,1.0,价格很优惠,0.997776,0.00222439,0.995057,2
发货,收到,0.874,收到货后第一时间拆开了快递,0.404407,0.595593,0.101317,0
正品,货后,0.708,收到货后第一时间拆开了快递,0.404407,0.595593,0.101317,0
效果,力荐,0.849,感觉好的话都会给大家力荐的,0.99974,0.00026031,0.999422,2
正品,包装,0.89,包装完好,0.975809,0.0241915,0.946241,2
包装,包装,1.0,包装完好,0.975809,0.0241915,0.946241,2
价格,价格,1.0,价格也优惠,0.99884,0.00116003,0.997422,2
正品,正品,1.0,看着是正品,0.998829,0.00117107,0.997398,2
包装,正品,0.89,看着是正品,0.998829,0.00117106,0.997398,2
效果,伤风感冒,0.863,小伤风感冒的效果很好,0.999669,0.000331101,0.999264,2
效果,效果,1.0,小伤风感冒的效果很好,0.999669,0.000331101,0.999264,2
效果,管用,0.874,药非常的管用,0.997557,0.00244257,0.994572,2
品牌,大品牌,0.913,大品牌,0.999262,0.000738136,0.99836,2
效果,见效,0.871,见效很快,0.999482,0.000518164,0.998848,2
效果,常备,0.854,一直家中常备,0.999735,0.000264542,0.999412,2
发货,收到,0.874,宝贝已收到,0.969271,0.0307294,0.931712,2
质量,实用,0.877,颜值高又实用,0.999986,1.45132e-05,0.999968,2
正品,货品,0.885,货品已经收到,0.454702,0.545298,0.0940418,1
正品,货品,0.885,货品包装非常仔细,0.991061,0.00893872,0.980136,2
包装,货品,0.884,货品已经收到,0.454702,0.545298,0.094049,1
包装,货品,0.884,货品包装非常仔细,0.991061,0.00893871,0.980136,2
发货,收到,0.874,货品已经收到,0.454702,0.545298,0.0940418,1
发货,卖家,0.729,卖家发货速度很快,0.804374,0.195626,0.565275,2
发货,发货,1.0,卖家发货速度很快,0.804374,0.195626,0.565275,2
效果,速度,0.722,卖家发货速度很快,0.804374,0.195626,0.565275,2
质量,速度,0.888,卖家发货速度很快,0.804374,0.195626,0.565275,2
正品,货品,0.885,货品已经收到,0.454702,0.545298,0.0940466,1
正品,货品,0.885,货品包装非常仔细,0.991061,0.00893871,0.980136,2
包装,货品,0.884,货品已经收到,0.454702,0.545298,0.0940418,1
包装,货品,0.884,货品包装非常仔细,0.991061,0.00893872,0.980136,2
正品,包装,0.89,货品包装非常仔细,0.991061,0.00893872,0.980136,2
包装,包装,1.0,货品包装非常仔细,0.991061,0.00893871,0.980136,2
发货,送达,0.886,送达时完好无损,0.990265,0.0097349,0.978367,2
质量,产品质量,1.0,产品质量很好很满意,0.999888,0.000111836,0.999751,2
效果,效果,1.0,之前买的一盒效果特别好,0.999248,0.000751892,0.998329,2
效果,效果,1.0,和实体店买是一样的效果,0.935434,0.0645659,0.85652,2
价格,价格,1.0,价格实惠,0.999855,0.000145209,0.999677,2
价格,价格,1.0,价格相当实惠,0.99887,0.00113039,0.997488,2
效果,常备,0.854,趁有活动囤点家庭常备药品,0.990594,0.00940624,0.979097,2
正品,药品,0.879,趁有活动囤点家庭常备药品,0.990594,0.00940625,0.979097,2
包装,药品,0.878,趁有活动囤点家庭常备药品,0.990594,0.00940625,0.979097,2
价格,价格,1.0,价格很实惠,0.998653,0.00134694,0.997007,2
发货,发货,1.0,发货很快,0.946432,0.0535677,0.880961,2
发货,囤货,0.888,一直囤货一直买,0.999606,0.000394302,0.999124,2
味道,风寒,0.876,风寒风热感冒也能一起用,0.984594,0.0154064,0.965764,2
价格,价格便宜,0.877,价格便宜实惠,0.996516,0.00348412,0.992257,2
效果,常规,0.87,双十一买点家庭备用常规药,0.628188,0.371812,0.173752,2
发货,囤货,0.888,每年必囤货的东西,0.997065,0.00293511,0.993478,2
价格,价格,1.0,价格合适,0.999686,0.000314479,0.999301,2
效果,常备,0.854,家里常备的药,0.9774,0.0226003,0.949777,2
包装,成分,0.878,这些都是中药成分,0.0913783,0.908622,0.796937,0
发货,发货,1.0,感谢能给发货,0.965727,0.0342733,0.923837,2
价格,价格,1.0,价格和本地差不多,0.776666,0.223334,0.503703,2
效果,常备,0.854,家中常备,0.996399,0.00360102,0.991998,2
正品,正好,0.852,不错哦正好有个券就买了备着,0.999682,0.00031821,0.999293,2
效果,先备,0.857,先备着,0.923194,0.0768061,0.82932,2
价格,价格比,0.95,价格比去药店买好,0.510289,0.489711,0.794222,1
质量,价格比,0.707,价格比去药店买好,0.510289,0.489711,0.794217,1
效果,效果,1.0,效果非常好,0.99992,8.008e-05,0.999822,2
效果,常备,0.854,家里常备,0.994315,0.00568474,0.987367,2
发货,收到,0.874,货已收到很好商家讲信用快递很快,0.990756,0.00924433,0.979457,2
正品,正品,1.0,是正品,0.998528,0.00147159,0.99673,2
包装,正品,0.89,是正品,0.998528,0.00147159,0.99673,2
包装,标识,0.888,有防伪标识,0.968228,0.0317718,0.929396,2
效果,效果,1.0,效果特别不错,0.999929,7.06693e-05,0.999843,2
正品,包装,0.89,包装完好无损,0.986762,0.0132379,0.970582,2
包装,包装,1.0,包装完好无损,0.986762,0.0132379,0.970582,2
效果,成效,0.875,非常有成效,0.999784,0.000215685,0.999521,2
包装,成效,0.853,非常有成效,0.999784,0.000215685,0.999521,2
发货,收货,1.0,收货超级快,0.991353,0.00864664,0.980785,2
正品,真品,0.885,是真品,0.947899,0.0521008,0.88422,2
包装,真品,0.884,是真品,0.947899,0.0521007,0.884221,2
味道,湿气,0.882,湿气也阴测测的往身上钻,0.480524,0.519476,0.610483,1
效果,有用,0.87,感觉还是很有用的,0.997902,0.0020982,0.995337,2
正品,正品,1.0,查了一下感冒颗粒是正品,0.689244,0.310756,0.309432,2
包装,正品,0.89,查了一下感冒颗粒是正品,0.689245,0.310755,0.309432,2
价格,价格比,0.95,这个价格比药店便宜,0.887237,0.112763,0.749415,2
质量,价格比,0.707,这个价格比药店便宜,0.887237,0.112763,0.749415,2
价格,药价,0.891,阿里大药房药价实惠,0.987613,0.0123869,0.972474,2
质量,药价,0.88,阿里大药房药价实惠,0.987613,0.0123869,0.972474,2
效果,效果,1.0,感冒流涕吃上效果很好,0.997644,0.00235587,0.994765,2
价格,价格,1.0,价格不贵,0.969469,0.0305312,0.932153,2
质量,质量,1.0,质量安全有保证,0.999765,0.000235216,0.999477,2
正品,吃完,0.865,吃完继续买,0.998212,0.00178766,0.996027,2
发货,收到,0.874,已收到,0.735076,0.264924,0.411281,2
正品,正品,1.0,希望是正品,0.951397,0.0486029,0.891993,2
包装,正品,0.89,希望是正品,0.951397,0.0486029,0.891993,2
效果,效果,1.0,效果杠杠滴,0.999898,0.000102363,0.999772,2
正品,正品,1.0,非常好正品非常方便,0.9999,0.000100267,0.999777,2
包装,正品,0.89,非常好正品非常方便,0.9999,0.000100267,0.999777,2
效果,常备,0.854,家中常备储备药品,0.974095,0.0259047,0.942434,2
正品,药品,0.879,家中常备储备药品,0.974095,0.0259047,0.942434,2
包装,药品,0.878,家中常备储备药品,0.974095,0.0259047,0.942434,2
发货,收到,0.874,东西收到啦,0.826575,0.173425,0.614611,2
效果,常备,0.854,实惠常备,0.99864,0.00135983,0.996978,2
发货,囤货,0.888,囤货,0.81158,0.18842,0.581289,2
质量,质量,1.0,质量也很好,0.99987,0.000130457,0.99971,2
效果,效果,1.0,感冒冲剂效果很好,0.997334,0.00266601,0.994076,2
正品,正品,1.0,正品,0.999576,0.000424335,0.999057,2
包装,正品,0.89,正品,0.999576,0.000424336,0.999057,2
发货,发货,1.0,发货快,0.882109,0.117891,0.73802,2
正品,正品,1.0,阿里健康的正品,0.999469,0.000530586,0.998821,2
包装,正品,0.89,阿里健康的正品,0.999469,0.000530587,0.998821,2
发货,发货,1.0,发货速度快,0.981521,0.018479,0.958935,2
质量,速度快,0.712,发货速度快,0.981521,0.0184791,0.958935,2
正品,包装,0.89,包装完好无损,0.986762,0.0132379,0.970582,2
包装,包装,1.0,包装完好无损,0.986762,0.0132379,0.970582,2
